join_x,join_y
9.570833333,51.3125
9.579166667,51.49583333
9.679166667,51.5875
8.729166667,51.34583333
8.6375,51.32916667
8.795833333,51.35416667
8.5875,51.30416667
9.445833333,51.42916667
8.9625,51.49583333
9.104166667,51.4875
9.029166667,51.35416667
9.104166667,51.4125
9.279166667,50.59583333
9.3125,51.44583333
9.320833333,51.52916667
9.395833333,51.50416667
9.404166667,51.59583333
9.4375,51.60416667
9.9375,51.39583333
8.7125,51.02916667
9.404166667,50.4875
9.170833333,51.4625
9.404166667,51.2125
8.820833333,51.05416667
9.079166667,51.2125
9.770833333,51.37916667
9.779166667,50.9625
9.320833333,50.6875
9.270833333,51.50416667
9.279166667,51.2625
9.604166667,50.67083333
8.729166667,51.12083333
9.354166667,50.77916667
9.5875,50.74583333
8.9125,51.39583333
9.954166667,50.87083333
9.420833333,51.37083333
9.4125,51.25416667
9.670833333,51.22916667
9.445833333,50.70416667
9.979166667,51.1125
9.545833333,51.17916667
9.270833333,50.6625
9.5125,51.30416667
9.104166667,51.3875
9.4875,51.34583333
9.304166667,50.79583333
9.445833333,50.52916667
9.295833333,51.37916667
9.204166667,50.7375
9.454166667,51.5875
9.470833333,50.9875
9.704166667,50.87083333
9.670833333,51.27083333
9.4875,50.75416667
9.545833333,51.32083333
9.595833333,51.32083333
9.1875,51.3375
9.1625,51.37083333
9.620833333,51.2875
9.204166667,51.2125
9.620833333,51.1125
8.770833333,51.20416667
9.5375,51.30416667
9.1625,51.37916667
9.754166667,50.65416667
9.554166667,50.57916667
9.070833333,51.39583333
9.3875,51.52916667
9.9625,51.10416667
9.270833333,50.82083333
9.5375,50.6625
9.6875,50.7625
9.5875,50.62916667
9.0875,51.1625
9.1375,51.1625
9.2625,51.12083333
9.3125,51.1125
10.00416667,50.89583333
9.995833333,50.57916667
9.9125,50.7625
10.17083333,51.17916667
9.770833333,50.92083333
10.09583333,51.1875
9.8625,51.12916667
9.979166667,51.09583333
9.854166667,51.32916667
9.795833333,51.34583333
9.7625,50.97916667
9.754166667,50.9125
9.729166667,50.8875
9.504166667,51.32083333
9.620833333,50.79583333
9.595833333,50.6875
9.5875,50.64583333
9.879166667,50.45416667
9.5875,50.42916667
9.5375,50.42916667
9.629166667,50.4375
9.5125,50.4625
9.679166667,50.47083333
9.4625,50.5375
9.545833333,50.5875
9.420833333,50.50416667
9.4125,50.49583333
9.354166667,50.49583333
9.3375,50.4875
9.429166667,50.5375
9.395833333,50.52083333
9.379166667,50.5125
9.479166667,50.5125
9.470833333,50.5625
9.4375,50.5375
9.404166667,50.5375
9.379166667,50.5375
9.345833333,50.52916667
9.3125,50.52083333
9.329166667,50.54583333
9.304166667,50.54583333
9.404166667,50.57083333
9.370833333,50.57916667
9.429166667,50.5625
9.495833333,50.6125
9.395833333,50.62916667
9.454166667,51.64583333
9.795833333,51.37916667
10.0375,51.1125
9.354166667,50.5875
9.720833333,51.00416667
9.4875,50.62916667
9.720833333,50.84583333
9.329166667,50.5875
9.1625,51.14583333
9.429166667,50.6375
9.404166667,50.6375
9.104166667,51.17083333
9.295833333,50.5875
9.3625,50.5875
9.345833333,50.5875
9.3125,50.5875
8.904166667,51.15416667
9.595833333,51.62916667
9.345833333,50.62916667
9.4625,51.6375
9.395833333,50.64583333
9.004166667,51.5125
9.370833333,50.64583333
9.404166667,50.64583333
9.354166667,50.64583333
9.379166667,50.64583333
9.570833333,50.67083333
9.654166667,50.8875
9.695833333,50.77916667
9.720833333,50.7125
9.7375,50.62916667
9.7625,50.57083333
9.820833333,50.52916667
9.7875,50.54583333
9.795833333,50.64583333
9.7625,50.67916667
9.8375,50.82916667
9.754166667,50.87916667
9.754166667,50.90416667
9.770833333,50.97083333
9.745833333,50.9875
9.270833333,50.7375
9.2875,50.72083333
9.295833333,50.7125
9.304166667,50.70416667
9.295833333,50.6875
9.2875,50.67916667
9.270833333,50.65416667
9.304166667,50.69583333
9.320833333,50.69583333
9.329166667,50.67916667
9.229166667,50.70416667
9.279166667,50.74583333
9.304166667,50.75416667
9.320833333,50.75416667
9.329166667,50.75416667
9.345833333,50.74583333
9.270833333,50.7875
9.2625,50.77916667
9.279166667,50.7875
9.204166667,50.75416667
9.370833333,50.7625
9.179166667,50.80416667
9.245833333,50.6875
9.195833333,50.84583333
9.1875,50.8375
9.204166667,50.72916667
9.220833333,50.70416667
9.104166667,50.84583333
9.1125,50.85416667
9.120833333,50.87916667
9.104166667,50.8875
9.0875,50.90416667
9.129166667,50.87916667
9.5875,50.70416667
9.4625,50.72916667
8.895833333,51.1875
9.645833333,51.1125
8.879166667,51.12083333
8.8125,51.0375
8.795833333,51.0875
8.879166667,51.2375
9.129166667,51.1625
9.204166667,51.0125
9.3625,51.1625
9.2625,51.02083333
9.354166667,51.1125
9.7875,50.87083333
9.8375,50.82083333
9.7625,50.87083333
9.770833333,50.87083333
9.820833333,50.85416667
9.8375,50.8375
10.02083333,50.9125
9.995833333,50.87083333
9.9875,50.8625
9.9625,50.8625
9.8375,51.35416667
9.970833333,51.27916667
9.9875,51.2625
10.00416667,51.25416667
10.10416667,51.1875
10.15416667,51.1875
10.0125,50.62916667
9.979166667,50.57916667
9.979166667,50.9375
10.12916667,51.20416667
10.00416667,51.2125
9.995833333,51.17916667
9.9875,51.15416667
9.979166667,51.1375
9.7875,50.94583333
9.729166667,50.87916667
9.6625,50.82083333
9.654166667,50.82083333
9.604166667,50.7875
9.5875,50.77083333
9.495833333,51.27083333
9.4625,51.2125
9.479166667,51.20416667
9.5375,51.12083333
9.6125,51.0625
9.6875,51.02083333
9.729166667,50.99583333
9.4625,50.40416667
